login_id,student_id,login_date,login_time,device,session_duration
115,ST105,2025-12-24,02:47 PM,Laptop,55
116,ST105,2026-04-03,05:38 PM,Laptop,47
117,ST105,2026-01-22,01:12 PM,Mobile,34
118,ST105,2025-08-27,11:09 PM,Laptop,34
119,ST105,2026-04-02,04:12 PM,Mobile,43
120,ST105,2025-09-03,06:42 AM,Laptop,63
121,ST105,2026-04-09,11:25 PM,Mobile,44
122,ST105,2026-05-23,12:15 PM,Desktop,32
123,ST105,2025-08-28,04:55 PM,Mobile,44
124,ST105,2025-10-16,02:15 PM,Desktop,44
125,ST105,2026-01-03,03:16 PM,Mobile,20
126,ST105,2025-12-06,06:23 PM,Mobile,46
127,ST105,2026-05-13,03:24 PM,Laptop,44
128,ST105,2025-11-24,11:41 PM,Desktop,54
129,ST105,2026-02-11,10:59 AM,Laptop,65
130,ST105,2026-03-15,10:37 AM,Laptop,58
131,ST105,2026-05-29,05:09 AM,Laptop,44
132,ST105,2026-01-04,08:17 AM,Desktop,36
133,ST105,2025-08-31,12:34 AM,Desktop,72
134,ST105,2025-09-20,10:29 AM,Mobile,47
135,ST105,2025-11-17,08:38 AM,Laptop,47
136,ST105,2025-09-11,02:14 PM,Mobile,46
137,ST105,2025-12-01,12:14 PM,Mobile,49
138,ST105,2026-05-10,08:49 AM,Mobile,45
139,ST105,2025-10-20,07:16 PM,Mobile,41
140,ST105,2026-02-26,09:58 PM,Laptop,41
141,ST105,2026-06-01,12:13 PM,Laptop,46
142,ST105,2025-12-28,02:04 AM,Mobile,41
143,ST105,2025-11-27,01:50 PM,Laptop,39
144,ST105,2025-12-23,12:11 AM,Desktop,48
145,ST105,2026-03-21,03:22 AM,Mobile,44
146,ST105,2025-11-28,04:40 PM,Laptop,62
147,ST105,2026-05-29,10:49 AM,Desktop,20
148,ST105,2025-11-10,12:17 AM,Laptop,57
149,ST105,2025-09-28,09:37 AM,Desktop,59
150,ST105,2025-11-24,02:07 PM,Desktop,26
151,ST105,2025-10-16,11:54 AM,Laptop,43
152,ST106,2025-10-12,02:05 PM,Mobile,23
153,ST106,2025-08-31,02:11 AM,Mobile,16
154,ST106,2026-01-05,08:45 AM,Desktop,44
155,ST106,2026-05-19,06:01 PM,Laptop,36
156,ST106,2026-03-13,06:08 PM,Mobile,39
157,ST106,2026-03-28,03:53 PM,Desktop,34
158,ST106,2026-01-03,12:12 PM,Desktop,15
159,ST106,2026-02-23,02:10 PM,Laptop,22
160,ST106,2026-04-14,06:06 PM,Desktop,32
161,ST106,2026-04-10,02:13 AM,Laptop,15
162,ST107,2025-09-11,11:27 PM,Desktop,49
163,ST107,2025-08-21,12:23 PM,Laptop,49
164,ST107,2026-01-13,03:19 PM,Desktop,47
165,ST107,2025-12-07,09:20 PM,Mobile,39
166,ST107,2025-09-16,07:24 AM,Mobile,54
167,ST107,2026-05-22,09:57 PM,Desktop,31
168,ST107,2025-08-11,04:26 AM,Desktop,48
169,ST107,2025-12-16,11:32 PM,Desktop,48
170,ST107,2025-08-21,05:22 PM,Mobile,39
171,ST107,2026-03-29,08:25 AM,Desktop,46
172,ST107,2026-03-15,12:36 AM,Laptop,30
173,ST107,2025-11-01,05:58 AM,Desktop,51
174,ST107,2026-03-12,07:08 PM,Desktop,40
175,ST107,2026-04-09,12:46 AM,Mobile,37
176,ST107,2026-03-29,04:03 PM,Laptop,53
177,ST107,2026-02-26,03:44 PM,Laptop,35
178,ST107,2026-01-12,03:21 PM,Desktop,28
179,ST107,2025-09-23,12:06 AM,Mobile,27
180,ST107,2026-01-16,06:56 AM,Laptop,48
181,ST107,2026-04-11,06:02 AM,Laptop,29
182,ST107,2026-02-22,05:52 AM,Desktop,60
183,ST107,2025-08-19,12:54 PM,Laptop,21
184,ST107,2025-09-15,10:33 PM,Laptop,59
185,ST107,2025-12-08,01:57 PM,Laptop,44
186,ST107,2025-09-29,04:55 PM,Laptop,41
187,ST108,2026-04-21,01:19 PM,Mobile,30
188,ST108,2026-05-05,08:42 AM,Laptop,42
189,ST108,2026-02-28,05:25 AM,Mobile,32
190,ST108,2025-11-05,11:02 AM,Desktop,32
191,ST108,2026-02-02,03:43 AM,Desktop,27
192,ST108,2026-04-13,10:40 AM,Desktop,30
193,ST108,2026-03-15,02:21 PM,Mobile,34
194,ST108,2025-11-13,10:22 PM,Laptop,13
195,ST108,2026-05-09,08:55 PM,Mobile,17
196,ST108,2025-12-26,03:19 AM,Laptop,38
197,ST108,2026-04-06,10:48 AM,Mobile,32
198,ST108,2025-08-15,11:20 PM,Desktop,29
199,ST108,2025-12-01,11:42 PM,Desktop,31
200,ST108,2025-10-21,03:03 PM,Laptop,34
201,ST108,2026-05-10,07:23 AM,Mobile,25
202,ST108,2026-05-10,03:01 PM,Laptop,23
203,ST108,2025-09-17,02:32 PM,Mobile,33
204,ST108,2025-09-28,12:40 PM,Laptop,21
205,ST108,2025-09-30,12:52 AM,Desktop,35
206,ST108,2025-10-18,05:51 AM,Laptop,14
207,ST109,2025-12-28,01:43 AM,Desktop,35
208,ST109,2025-12-18,10:17 PM,Laptop,42
209,ST109,2026-04-05,09:27 PM,Laptop,49
210,ST109,2025-12-03,08:31 PM,Laptop,43
211,ST109,2026-05-10,02:21 AM,Mobile,14
212,ST109,2026-02-13,05:22 PM,Mobile,20
213,ST109,2026-04-18,07:56 AM,Desktop,26
214,ST109,2025-10-09,08:22 AM,Mobile,33
215,ST109,2025-12-20,01:23 PM,Laptop,38
216,ST109,2026-01-22,07:23 AM,Desktop,25
217,ST109,2025-12-15,12:52 AM,Mobile,34
218,ST109,2025-12-23,01:00 AM,Desktop,25
219,ST109,2025-12-31,05:16 PM,Desktop,26
220,ST109,2026-05-24,11:00 PM,Desktop,18
221,ST109,2026-04-08,02:35 PM,Mobile,23
222,ST109,2026-03-17,11:08 PM,Desktop,19
223,ST109,2026-04-05,04:02 PM,Laptop,23
224,ST109,2026-01-18,08:15 AM,Desktop,43
225,ST109,2026-05-06,05:33 AM,Laptop,23
226,ST109,2026-03-22,09:30 AM,Laptop,59
227,ST109,2025-11-05,12:32 PM,Desktop,37
228,ST110,2025-12-01,02:28 AM,Desktop,43
229,ST110,2026-02-13,11:29 PM,Mobile,35
230,ST110,2026-02-27,09:25 PM,Mobile,42
231,ST110,2026-01-10,12:12 AM,Desktop,67
232,ST110,2026-03-31,12:16 PM,Desktop,40
233,ST110,2026-02-12,02:48 PM,Laptop,53
234,ST110,2025-10-17,02:28 AM,Laptop,34
235,ST110,2025-08-19,01:56 AM,Mobile,41
236,ST110,2026-04-15,03:24 PM,Desktop,59
237,ST110,2026-01-17,06:58 PM,Mobile,35
238,ST110,2026-03-14,11:12 PM,Mobile,59
239,ST110,2026-04-27,04:07 AM,Laptop,48
240,ST110,2025-08-08,01:42 PM,Desktop,35
241,ST110,2025-10-13,07:47 PM,Laptop,47
242,ST110,2025-10-19,11:00 AM,Mobile,51
243,ST110,2026-03-29,11:53 AM,Laptop,47
244,ST110,2026-01-21,02:41 AM,Desktop,25
245,ST110,2026-02-20,04:02 PM,Desktop,34
246,ST110,2025-09-11,09:15 AM,Laptop,39
247,ST110,2026-05-01,11:06 PM,Laptop,40
248,ST110,2026-01-10,02:21 PM,Desktop,47
249,ST110,2026-04-07,08:20 AM,Desktop,43
250,ST110,2025-08-19,07:37 AM,Desktop,28
251,ST110,2025-09-05,02:41 PM,Mobile,45
252,ST110,2025-12-26,09:25 PM,Mobile,47
253,ST110,2025-09-16,06:49 PM,Laptop,47
254,ST110,2025-09-20,10:54 AM,Desktop,52
255,ST110,2025-09-21,02:51 AM,Laptop,49
256,ST110,2025-10-25,04:47 PM,Desktop,46
257,ST110,2026-01-01,06:11 AM,Mobile,40
258,ST110,2025-08-24,02:32 PM,Laptop,25
259,ST110,2025-08-29,07:00 PM,Laptop,45
260,ST110,2026-01-31,07:44 PM,Laptop,43
261,ST110,2026-03-09,12:01 PM,Mobile,44
262,ST110,2025-12-04,12:37 AM,Desktop,28
263,ST110,2026-02-27,08:54 PM,Desktop,30
264,ST111,2025-11-01,07:38 PM,Mobile,55
265,ST111,2025-10-29,12:11 AM,Mobile,45
266,ST111,2026-02-12,10:00 PM,Desktop,45
267,ST111,2025-12-02,02:47 PM,Laptop,54
268,ST111,2026-05-26,08:09 PM,Mobile,40
269,ST111,2025-11-27,11:03 PM,Laptop,46
270,ST111,2025-12-09,04:24 PM,Laptop,40
271,ST111,2025-12-09,08:02 AM,Desktop,41
272,ST111,2025-08-05,11:56 AM,Laptop,42
273,ST111,2025-12-26,12:05 AM,Desktop,47
274,ST111,2026-05-07,11:39 PM,Mobile,40
275,ST111,2025-09-07,02:42 PM,Laptop,57
276,ST111,2026-01-24,03:14 AM,Desktop,36
277,ST111,2026-01-01,05:33 AM,Desktop,43
278,ST111,2026-03-06,04:14 AM,Desktop,41
279,ST111,2025-12-07,07:44 PM,Laptop,59
280,ST111,2026-01-02,12:17 AM,Mobile,47
281,ST111,2026-02-13,03:03 PM,Laptop,55
282,ST111,2025-09-24,04:24 PM,Mobile,30
283,ST111,2026-02-12,02:33 PM,Desktop,48
284,ST111,2026-01-31,09:16 AM,Desktop,54
285,ST111,2025-12-30,11:50 AM,Desktop,46
286,ST111,2025-12-30,01:29 AM,Mobile,56
287,ST111,2026-02-19,09:46 AM,Laptop,40
288,ST111,2025-08-05,04:36 PM,Desktop,59
289,ST111,2025-08-26,01:05 AM,Desktop,68
290,ST111,2026-04-12,04:59 AM,Laptop,41
291,ST111,2025-11-26,01:10 AM,Desktop,40
292,ST111,2026-01-28,01:01 AM,Mobile,59
293,ST111,2025-11-06,02:22 PM,Desktop,61
294,ST111,2025-12-07,06:15 AM,Desktop,40
295,ST111,2025-10-10,09:12 AM,Desktop,41
296,ST111,2025-09-19,07:53 PM,Desktop,42
297,ST111,2025-08-21,11:33 PM,Laptop,31
298,ST111,2026-03-14,03:10 AM,Mobile,36
299,ST111,2026-05-24,09:09 AM,Laptop,35
300,ST111,2025-10-07,12:51 AM,Mobile,37
301,ST111,2025-12-30,10:54 PM,Laptop,45
302,ST111,2026-03-01,11:19 AM,Mobile,47
303,ST111,2025-11-11,11:50 AM,Mobile,60
304,ST111,2026-05-04,02:31 AM,Laptop,35
305,ST111,2026-04-29,08:36 AM,Desktop,55
306,ST111,2025-12-18,03:47 PM,Mobile,43
307,ST111,2025-12-10,11:08 AM,Laptop,44
308,ST111,2025-12-30,01:41 PM,Desktop,52
309,ST111,2026-01-21,12:57 AM,Mobile,34
310,ST111,2026-03-28,03:40 AM,Mobile,49
311,ST111,2025-10-12,02:16 PM,Mobile,47
312,ST111,2026-02-20,08:37 PM,Desktop,50
313,ST111,2026-02-04,02:23 AM,Mobile,48
314,ST111,2026-02-19,05:39 PM,Mobile,69
315,ST112,2025-12-14,12:18 PM,Desktop,22
316,ST112,2025-10-03,08:33 PM,Laptop,14
317,ST112,2026-02-05,04:09 AM,Desktop,33
318,ST112,2025-12-13,07:22 AM,Desktop,36
319,ST112,2026-02-12,01:23 AM,Desktop,29
320,ST112,2026-02-07,11:06 PM,Mobile,22
321,ST113,2025-11-28,01:38 PM,Laptop,61
322,ST113,2025-08-13,08:35 PM,Desktop,47
323,ST113,2026-05-15,10:17 AM,Laptop,29
324,ST113,2025-11-22,05:22 AM,Desktop,39
325,ST113,2025-09-02,03:44 PM,Desktop,34
326,ST113,2026-03-26,10:21 PM,Desktop,43
327,ST113,2026-01-02,01:14 PM,Desktop,43
328,ST113,2026-02-26,03:38 PM,Mobile,48
329,ST113,2025-10-11,08:26 AM,Mobile,29
330,ST113,2025-08-20,07:01 PM,Laptop,38
331,ST113,2026-04-10,11:37 PM,Mobile,20
332,ST113,2025-09-19,11:41 AM,Mobile,25
333,ST113,2026-05-03,03:34 PM,Mobile,46
334,ST113,2026-02-15,03:58 AM,Laptop,28
335,ST113,2026-02-06,05:40 AM,Desktop,29
336,ST113,2026-05-04,08:58 AM,Laptop,37
337,ST113,2026-05-28,04:15 AM,Desktop,44
338,ST113,2025-10-19,04:03 PM,Laptop,27
339,ST113,2025-09-20,09:45 PM,Laptop,5
340,ST113,2026-02-25,12:49 PM,Laptop,29
341,ST113,2025-08-17,04:48 AM,Desktop,49
342,ST113,2026-02-06,06:05 AM,Mobile,41
343,ST114,2026-03-16,12:11 PM,Laptop,19
344,ST114,2025-11-29,08:42 PM,Laptop,40
345,ST114,2025-09-20,02:13 AM,Desktop,38
346,ST114,2026-02-05,11:45 AM,Desktop,39
347,ST114,2026-01-31,02:57 PM,Mobile,45
348,ST114,2026-02-20,08:17 AM,Laptop,40
349,ST114,2025-11-06,10:33 AM,Mobile,40
350,ST114,2026-03-21,11:29 AM,Mobile,43
351,ST114,2025-11-17,09:00 PM,Desktop,41
352,ST114,2025-08-11,04:45 PM,Mobile,44
353,ST114,2026-01-18,06:41 PM,Mobile,46
354,ST114,2025-10-04,01:40 PM,Desktop,51
355,ST114,2025-11-14,05:57 AM,Mobile,29
356,ST114,2026-05-11,09:59 AM,Mobile,40
357,ST114,2026-05-28,01:01 AM,Mobile,32
358,ST114,2025-11-28,03:11 AM,Laptop,27
359,ST114,2025-10-15,07:37 PM,Desktop,29
360,ST114,2025-08-02,10:18 AM,Laptop,41
361,ST114,2025-10-14,01:12 PM,Mobile,40
362,ST114,2026-05-04,03:02 PM,Laptop,40
363,ST114,2025-10-29,05:09 AM,Mobile,33
364,ST114,2025-08-14,02:29 AM,Mobile,36
365,ST115,2025-08-08,04:31 AM,Laptop,27
366,ST115,2025-11-30,01:13 PM,Desktop,28
367,ST115,2026-01-13,08:34 PM,Mobile,35
368,ST115,2025-10-29,10:55 PM,Laptop,13
369,ST115,2025-08-27,03:44 PM,Mobile,42
370,ST115,2026-03-04,06:22 AM,Desktop,29
371,ST115,2025-09-28,03:12 PM,Desktop,30
372,ST115,2025-09-02,06:51 PM,Laptop,23
373,ST115,2026-03-18,05:14 PM,Laptop,32
374,ST116,2026-04-20,08:57 PM,Desktop,39
375,ST116,2025-09-25,06:48 AM,Laptop,40
376,ST116,2026-04-15,10:59 PM,Mobile,43
377,ST116,2025-08-23,07:43 AM,Desktop,37
378,ST116,2026-04-24,10:39 PM,Laptop,35
379,ST116,2026-03-23,01:58 PM,Desktop,35
380,ST116,2025-08-16,03:08 AM,Mobile,40
381,ST116,2026-04-03,02:45 AM,Laptop,20
382,ST116,2026-03-07,01:18 PM,Desktop,48
383,ST116,2025-09-25,02:21 AM,Laptop,34
384,ST116,2026-03-16,12:11 AM,Mobile,40
385,ST116,2025-09-11,07:19 PM,Laptop,42
386,ST116,2025-10-15,01:07 AM,Mobile,33
387,ST116,2025-10-04,11:37 PM,Laptop,37
388,ST116,2026-05-27,08:37 PM,Desktop,18
389,ST116,2026-01-14,06:01 AM,Laptop,46
390,ST116,2026-04-29,04:19 AM,Laptop,49
391,ST116,2026-03-21,08:10 PM,Desktop,22
392,ST116,2026-03-09,01:28 PM,Mobile,34
393,ST116,2025-09-28,08:32 PM,Desktop,26
394,ST116,2026-05-10,04:16 PM,Desktop,37
395,ST116,2025-11-19,05:27 PM,Laptop,45
396,ST116,2026-03-20,08:25 AM,Mobile,48
397,ST116,2026-02-28,11:01 AM,Laptop,50
398,ST116,2026-03-21,04:27 AM,Laptop,52
399,ST116,2026-03-01,11:21 PM,Desktop,36
400,ST117,2025-09-18,02:50 AM,Laptop,16
401,ST117,2026-03-07,02:46 AM,Laptop,15
402,ST117,2025-12-09,12:05 AM,Laptop,44
403,ST117,2025-10-18,09:27 AM,Desktop,36
404,ST117,2026-03-31,06:52 PM,Mobile,25
405,ST117,2025-09-16,11:57 AM,Mobile,20
406,ST117,2025-09-17,05:38 AM,Laptop,21
407,ST117,2025-09-19,02:32 AM,Desktop,28
408,ST117,2026-02-07,10:06 PM,Mobile,25
409,ST117,2026-05-12,06:02 AM,Mobile,37
410,ST117,2026-05-28,08:57 AM,Desktop,24
411,ST117,2026-05-15,03:58 PM,Laptop,33
412,ST117,2025-10-02,04:39 PM,Laptop,27
413,ST117,2026-01-29,06:05 PM,Desktop,30
414,ST117,2026-03-05,07:03 PM,Desktop,25
415,ST117,2025-08-27,03:51 AM,Laptop,35
416,ST117,2026-01-07,06:41 AM,Laptop,35
417,ST117,2025-09-23,01:59 AM,Desktop,32
418,ST117,2026-04-17,11:33 AM,Mobile,34
419,ST118,2025-10-19,05:30 AM,Desktop,47
420,ST118,2026-04-04,11:40 AM,Mobile,40
421,ST118,2025-09-25,11:06 PM,Laptop,25
422,ST118,2026-05-12,03:44 AM,Laptop,34
423,ST118,2025-09-28,11:06 AM,Laptop,39
424,ST118,2026-05-21,12:57 PM,Mobile,27
425,ST118,2026-03-08,12:15 PM,Desktop,21
426,ST118,2026-05-13,05:28 AM,Mobile,32
427,ST118,2025-12-15,10:10 AM,Mobile,28
428,ST118,2025-11-01,07:04 PM,Laptop,35
429,ST118,2026-01-06,01:54 PM,Laptop,19
430,ST118,2026-01-27,03:21 AM,Mobile,41
431,ST118,2025-11-01,11:37 AM,Mobile,29
432,ST118,2026-05-17,03:21 PM,Desktop,45
433,ST118,2026-02-22,05:32 AM,Mobile,32
434,ST118,2025-10-12,09:45 PM,Desktop,35
435,ST118,2025-08-16,03:50 AM,Mobile,33
436,ST118,2026-04-29,10:51 AM,Mobile,28
437,ST118,2026-02-09,07:59 PM,Laptop,60
438,ST118,2026-03-21,09:41 AM,Laptop,30
439,ST118,2025-10-20,08:15 AM,Laptop,45
440,ST118,2026-01-07,08:19 AM,Desktop,24
441,ST118,2026-01-14,11:15 AM,Desktop,39
442,ST118,2025-09-13,10:32 AM,Mobile,40
443,ST118,2025-10-19,11:30 AM,Mobile,35
444,ST119,2025-08-26,11:21 PM,Desktop,25
445,ST119,2025-09-11,06:44 AM,Laptop,55
446,ST119,2026-03-15,06:42 PM,Desktop,31
447,ST119,2026-03-06,04:33 AM,Laptop,36
448,ST119,2026-03-15,02:22 AM,Laptop,49
449,ST119,2025-12-18,11:35 AM,Mobile,22
450,ST119,2026-04-20,10:31 AM,Mobile,31
451,ST119,2026-01-24,07:54 PM,Laptop,28
452,ST119,2025-09-26,04:38 PM,Laptop,30
453,ST119,2026-05-31,09:23 AM,Laptop,29
454,ST119,2026-04-27,06:29 PM,Desktop,24
455,ST120,2026-01-05,10:37 PM,Mobile,43
456,ST120,2025-11-21,11:59 AM,Laptop,39
457,ST120,2025-08-29,10:19 PM,Mobile,28
458,ST120,2025-11-13,03:28 AM,Laptop,28
459,ST120,2025-11-17,09:01 AM,Mobile,35
460,ST120,2025-12-09,12:13 PM,Laptop,25
461,ST120,2026-01-15,12:54 PM,Mobile,51
462,ST120,2025-08-04,12:45 AM,Laptop,36
463,ST120,2026-03-09,11:43 AM,Mobile,37
464,ST120,2025-10-06,12:28 AM,Laptop,39
465,ST120,2026-04-30,01:30 PM,Desktop,27
466,ST120,2025-11-26,06:15 AM,Desktop,44
467,ST120,2026-05-14,05:06 PM,Desktop,34
468,ST120,2026-01-29,08:17 AM,Mobile,42
469,ST121,2026-02-20,05:45 AM,Desktop,36
470,ST121,2025-08-22,01:35 PM,Laptop,54
471,ST121,2025-08-10,10:21 AM,Laptop,28
472,ST121,2025-09-09,07:47 PM,Laptop,34
473,ST121,2026-05-22,12:17 AM,Laptop,22
474,ST121,2026-05-21,08:27 AM,Laptop,27
475,ST121,2026-03-02,09:41 AM,Laptop,38
476,ST121,2025-09-28,06:29 AM,Laptop,43
477,ST121,2025-08-11,02:31 PM,Laptop,62
478,ST121,2025-10-27,09:08 PM,Desktop,31
479,ST121,2026-03-24,05:34 PM,Desktop,23
480,ST121,2026-02-02,04:55 AM,Mobile,40
481,ST121,2026-03-12,03:11 AM,Mobile,21
482,ST121,2025-12-03,03:30 PM,Laptop,38
483,ST121,2026-05-29,05:02 AM,Laptop,27
484,ST121,2026-04-26,01:01 AM,Mobile,34
485,ST121,2026-02-19,09:42 AM,Laptop,43
486,ST121,2026-01-21,03:31 AM,Mobile,31
487,ST121,2026-01-18,01:45 PM,Mobile,41
488,ST121,2025-09-09,02:28 AM,Desktop,41
489,ST121,2025-09-28,12:23 PM,Desktop,13
490,ST121,2026-04-19,09:10 AM,Mobile,23
491,ST121,2026-01-26,11:53 AM,Laptop,16
492,ST122,2025-10-15,12:08 AM,Mobile,60
493,ST122,2025-09-22,08:05 PM,Mobile,24
494,ST122,2025-12-10,01:24 PM,Mobile,35
495,ST122,2025-10-28,08:30 AM,Desktop,48
496,ST122,2025-10-18,02:37 AM,Desktop,42
497,ST122,2025-09-08,03:45 AM,Mobile,46
498,ST122,2026-04-10,08:05 AM,Laptop,28
499,ST122,2026-05-16,09:57 PM,Desktop,54
500,ST122,2026-03-18,09:36 PM,Desktop,48
501,ST122,2026-05-17,11:53 AM,Desktop,44
502,ST122,2026-01-13,11:46 AM,Desktop,33
503,ST122,2026-01-09,11:16 PM,Mobile,44
504,ST122,2026-03-14,05:29 PM,Mobile,37
505,ST122,2026-03-29,07:02 PM,Laptop,24
506,ST122,2026-01-03,08:12 AM,Laptop,40
507,ST122,2026-05-30,08:42 PM,Mobile,39
508,ST122,2026-01-28,11:05 PM,Desktop,51
509,ST122,2025-09-07,02:31 PM,Laptop,18
510,ST122,2026-03-25,04:35 PM,Laptop,43
511,ST122,2025-08-20,04:54 PM,Mobile,29
512,ST122,2026-02-05,04:31 PM,Laptop,43
513,ST122,2025-09-09,12:15 AM,Desktop,44
514,ST122,2025-09-16,11:21 PM,Desktop,39
515,ST122,2026-06-01,09:46 PM,Desktop,48
516,ST122,2026-02-13,04:24 AM,Laptop,28
